                   0 a =     x, b =     x, cin = x, s =     x, cout = x
               23605 a =  5097, b = 28356, cin = 0, s = 25261, cout = 0
               23606 a =  5097, b = 28356, cin = 0, s = 33453, cout = 0
               23610 a = 34386, b = 64977, cin = 0, s = 33453, cout = 0
               23611 a = 34386, b = 64977, cin = 0, s = 33795, cout = 0
               23612 a = 34386, b = 64977, cin = 0, s = 33795, cout = 1
               23613 a = 34386, b = 64977, cin = 0, s = 33059, cout = 1
               23614 a = 34386, b = 64977, cin = 0, s = 33827, cout = 1
               23615 a = 34386, b = 64977, cin = 0, s = 33315, cout = 1
               23616 a = 34386, b = 64977, cin = 0, s = 33827, cout = 1
               23620 a = 32431, b = 21249, cin = 0, s = 33827, cout = 1
               23621 a = 32431, b = 21249, cin = 0, s = 53774, cout = 1
               23622 a = 32431, b = 21249, cin = 0, s = 53774, cout = 0
               23623 a = 32431, b = 21249, cin = 0, s = 55980, cout = 0
               23624 a = 32431, b = 21249, cin = 0, s = 54192, cout = 0
               23626 a = 32431, b = 21249, cin = 0, s = 53680, cout = 0
               23630 a = 21463, b = 60459, cin = 1, s = 53680, cout = 0
               23631 a = 21463, b = 60459, cin = 1, s = 17379, cout = 0
               23633 a = 21463, b = 60459, cin = 1, s = 26595, cout = 1
               23634 a = 21463, b = 60459, cin = 1, s = 24067, cout = 1
               23636 a = 21463, b = 60459, cin = 1, s =  8195, cout = 1
               23638 a = 21463, b = 60459, cin = 1, s = 16387, cout = 1
               23640 a = 54428, b = 65400, cin = 1, s = 16387, cout = 1
               23641 a = 54428, b = 65400, cin = 1, s = 54299, cout = 1
               23643 a = 54428, b = 65400, cin = 1, s = 54301, cout = 1
               23644 a = 54428, b = 65400, cin = 1, s = 54293, cout = 1
               23650 a = 59536, b = 38626, cin = 0, s = 54293, cout = 1
               23651 a = 59536, b = 38626, cin = 0, s = 33154, cout = 1
               23653 a = 59536, b = 38626, cin = 0, s = 10674, cout = 1
               23654 a = 59536, b = 38626, cin = 0, s = 40850, cout = 1
               23655 a = 59536, b = 38626, cin = 0, s = 40818, cout = 1
               23656 a = 59536, b = 38626, cin = 0, s = 32626, cout = 1
               23660 a = 30779, b = 16007, cin = 0, s = 32626, cout = 1
               23661 a = 30779, b = 16007, cin = 0, s = 18364, cout = 1
               23662 a = 30779, b = 16007, cin = 0, s = 18364, cout = 0
               23663 a = 30779, b = 16007, cin = 0, s = 14010, cout = 0
               23664 a = 30779, b = 16007, cin = 0, s = 46754, cout = 0
               23666 a = 30779, b = 16007, cin = 0, s = 46786, cout = 0
               23670 a =  1987, b = 15107, cin = 0, s = 46786, cout = 0
               23671 a =  1987, b = 15107, cin = 0, s = 52414, cout = 0
               23673 a =  1987, b = 15107, cin = 0, s = 47806, cout = 0
               23674 a =  1987, b = 15107, cin = 0, s = 17094, cout = 0
               23675 a =  1987, b = 15107, cin = 0, s =  8902, cout = 0
               23676 a =  1987, b = 15107, cin = 0, s = 17094, cout = 0
               23680 a = 18366, b =  1593, cin = 1, s = 17094, cout = 0
               23681 a = 18366, b =  1593, cin = 1, s = 16256, cout = 0
               23683 a = 18366, b =  1593, cin = 1, s = 15862, cout = 0
               23684 a = 18366, b =  1593, cin = 1, s = 19960, cout = 0
               23690 a = 37323, b = 16499, cin = 1, s = 19960, cout = 0
               23691 a = 37323, b = 16499, cin = 1, s = 56775, cout = 0
               23693 a = 37323, b = 16499, cin = 1, s = 53559, cout = 0
               23694 a = 37323, b = 16499, cin = 1, s = 53343, cout = 0
               23695 a = 37323, b = 16499, cin = 1, s = 53311, cout = 0
               23696 a = 37323, b = 16499, cin = 1, s = 53823, cout = 0
               23700 a = 41433, b = 21596, cin = 1, s = 53823, cout = 0
               23701 a = 41433, b = 21596, cin = 1, s = 62978, cout = 0
               23703 a = 41433, b = 21596, cin = 1, s = 63028, cout = 0
               23704 a = 41433, b = 21596, cin = 1, s = 63030, cout = 0
               23710 a = 36413, b = 32334, cin = 0, s = 63030, cout = 0
               23711 a = 36413, b = 32334, cin = 0, s = 62401, cout = 0
               23713 a = 36413, b = 32334, cin = 0, s = 61291, cout = 0
               23714 a = 36413, b = 32334, cin = 0, s = 60555, cout = 1
               23715 a = 36413, b = 32334, cin = 0, s =  3211, cout = 1
               23720 a = 56975, b = 64765, cin = 1, s =  3211, cout = 1
               23721 a = 56975, b = 64765, cin = 1, s = 56971, cout = 1
               23723 a = 56975, b = 64765, cin = 1, s = 56205, cout = 1
               23730 a =  8422, b = 62581, cin = 1, s = 56205, cout = 1
               23731 a =  8422, b = 62581, cin = 1, s = 11628, cout = 1
               23732 a =  8422, b = 62581, cin = 1, s = 11628, cout = 0
               23733 a =  8422, b = 62581, cin = 1, s = 38014, cout = 1
               23734 a =  8422, b = 62581, cin = 1, s = 13692, cout = 1
               23735 a =  8422, b = 62581, cin = 1, s =  5468, cout = 1
               23740 a =  6291, b = 23361, cin = 1, s =  5468, cout = 1
               23741 a =  6291, b = 23361, cin = 1, s = 33309, cout = 1
               23743 a =  6291, b = 23361, cin = 1, s = 62165, cout = 0
               23744 a =  6291, b = 23361, cin = 1, s = 30165, cout = 0
               23746 a =  6291, b = 23361, cin = 1, s = 29653, cout = 0
               23750 a = 18844, b = 12898, cin = 1, s = 29653, cout = 0
               23751 a = 18844, b = 12898, cin = 1, s = 19449, cout = 0
               23753 a = 18844, b = 12898, cin = 1, s = 31739, cout = 0
               23754 a = 18844, b = 12898, cin = 1, s = 39935, cout = 0
               23755 a = 18844, b = 12898, cin = 1, s = 31743, cout = 0
               23760 a = 19239, b = 43677, cin = 0, s = 31743, cout = 0
               23761 a = 19239, b = 43677, cin = 0, s = 57786, cout = 0
               23763 a = 19239, b = 43677, cin = 0, s = 62896, cout = 0
               23764 a = 19239, b = 43677, cin = 0, s = 62884, cout = 0
               23766 a = 19239, b = 43677, cin = 0, s = 62916, cout = 0
               23770 a = 42545, b = 22016, cin = 1, s = 62916, cout = 0
               23771 a = 42545, b = 22016, cin = 1, s = 58446, cout = 0
               23773 a = 42545, b = 22016, cin = 1, s = 64580, cout = 1
               23774 a = 42545, b = 22016, cin = 1, s =  7250, cout = 0
               23775 a = 42545, b = 22016, cin = 1, s = 64594, cout = 0
               23776 a = 42545, b = 22016, cin = 1, s = 64562, cout = 0
               23780 a = 24153, b = 40382, cin = 1, s = 64562, cout = 0
               23781 a = 24153, b = 40382, cin = 1, s = 53220, cout = 0
               23783 a = 24153, b = 40382, cin = 1, s = 64468, cout = 0
               23784 a = 24153, b = 40382, cin = 1, s = 64024, cout = 0
               23786 a = 24153, b = 40382, cin = 1, s = 64536, cout = 0
               23790 a = 23960, b = 54057, cin = 0, s = 64536, cout = 0
               23791 a = 23960, b = 54057, cin = 0, s = 45391, cout = 0
               23793 a = 23960, b = 54057, cin = 0, s = 10593, cout = 1
               23794 a = 23960, b = 54057, cin = 0, s = 12481, cout = 1
               23800 a = 65240, b =  1842, cin = 1, s = 12481, cout = 1
               23801 a = 65240, b =  1842, cin = 1, s = 18331, cout = 1
               23803 a = 65240, b =  1842, cin = 1, s = 58761, cout = 1
               23804 a = 65240, b =  1842, cin = 1, s =  1035, cout = 1
               23806 a = 65240, b =  1842, cin = 1, s =  1547, cout = 1
               23810 a = 64875, b = 38256, cin = 1, s =  1547, cout = 1
               23811 a = 64875, b = 38256, cin = 1, s = 38906, cout = 1
               23813 a = 64875, b = 38256, cin = 1, s = 37850, cout = 1
               23814 a = 64875, b = 38256, cin = 1, s = 37596, cout = 1
               23820 a = 35840, b =  1583, cin = 1, s = 37596, cout = 1
               23821 a = 35840, b =  1583, cin = 1, s = 28904, cout = 1
               23822 a = 35840, b =  1583, cin = 1, s = 28904, cout = 0
               23823 a = 35840, b =  1583, cin = 1, s = 21032, cout = 0
               23824 a = 35840, b =  1583, cin = 1, s = 37424, cout = 0
               23830 a =  4405, b = 10005, cin = 0, s = 37424, cout = 0
               23831 a =  4405, b = 10005, cin = 0, s = 11838, cout = 0
               23833 a =  4405, b = 10005, cin = 0, s =  9226, cout = 0
               23834 a =  4405, b = 10005, cin = 0, s = 22602, cout = 0
               23836 a =  4405, b = 10005, cin = 0, s = 14410, cout = 0
               23840 a = 33430, b = 62648, cin = 1, s = 14410, cout = 0
               23841 a = 33430, b = 62648, cin = 1, s = 30789, cout = 0
               23842 a = 33430, b = 62648, cin = 1, s = 30789, cout = 1
               23843 a = 33430, b = 62648, cin = 1, s = 31567, cout = 1
               23844 a = 33430, b = 62648, cin = 1, s = 30543, cout = 1
               23850 a = 34207, b = 11493, cin = 1, s = 30543, cout = 1
               23851 a = 34207, b = 11493, cin = 1, s = 43035, cout = 1
               23852 a = 34207, b = 11493, cin = 1, s = 43035, cout = 0
               23853 a = 34207, b = 11493, cin = 1, s = 41009, cout = 0
               23854 a = 34207, b = 11493, cin = 1, s = 45669, cout = 0
               23856 a = 34207, b = 11493, cin = 1, s = 45701, cout = 0
               23860 a =  3610, b =  7084, cin = 1, s = 45701, cout = 0
               23861 a =  3610, b =  7084, cin = 1, s =  3657, cout = 0
               23863 a =  3610, b =  7084, cin = 1, s =   835, cout = 0
               23864 a =  3610, b =  7084, cin = 1, s = 11207, cout = 0
               23865 a =  3610, b =  7084, cin = 1, s = 10695, cout = 0
               23870 a = 35373, b = 25981, cin = 1, s = 10695, cout = 0
               23871 a = 35373, b = 25981, cin = 1, s = 54049, cout = 0
               23873 a = 35373, b = 25981, cin = 1, s = 50987, cout = 0
               23874 a = 35373, b = 25981, cin = 1, s = 61355, cout = 0
               23880 a = 12242, b = 50134, cin = 0, s = 61355, cout = 0
               23881 a = 12242, b = 50134, cin = 0, s = 60670, cout = 0
               23883 a = 12242, b = 50134, cin = 0, s = 60320, cout = 0
               23884 a = 12242, b = 50134, cin = 0, s = 62376, cout = 0
               23890 a = 56241, b = 50447, cin = 1, s = 62376, cout = 0
               23891 a = 56241, b = 50447, cin = 1, s =   275, cout = 0
               23892 a = 56241, b = 50447, cin = 1, s =   275, cout = 1
               23893 a = 56241, b = 50447, cin = 1, s = 33973, cout = 1
               23894 a = 56241, b = 50447, cin = 1, s = 41121, cout = 1
               23896 a = 56241, b = 50447, cin = 1, s = 41153, cout = 1
               23900 a = 23092, b = 45687, cin = 0, s = 41153, cout = 1
               23901 a = 23092, b = 45687, cin = 0, s = 22077, cout = 1
               23902 a = 23092, b = 45687, cin = 0, s = 22077, cout = 0
               23903 a = 23092, b = 45687, cin = 0, s = 54335, cout = 1
               23904 a = 23092, b = 45687, cin = 0, s =  3243, cout = 1
               23910 a = 11539, b = 16914, cin = 0, s =  3243, cout = 1
               23911 a = 11539, b = 16914, cin = 0, s = 35817, cout = 1
               23913 a = 11539, b = 16914, cin = 0, s = 44965, cout = 0
               23914 a = 11539, b = 16914, cin = 0, s = 28453, cout = 0
               23920 a =  8672, b = 29106, cin = 1, s = 28453, cout = 0
               23921 a =  8672, b = 29106, cin = 1, s = 20599, cout = 0
               23923 a =  8672, b = 29106, cin = 1, s =  4881, cout = 0
               23924 a =  8672, b = 29106, cin = 1, s = 37779, cout = 0
               23930 a = 46923, b = 33512, cin = 1, s = 37779, cout = 0
               23931 a = 46923, b = 33512, cin = 1, s = 63074, cout = 0
               23932 a = 46923, b = 33512, cin = 1, s = 63074, cout = 1
               23933 a = 46923, b = 33512, cin = 1, s = 45362, cout = 1
               23934 a = 46923, b = 33512, cin = 1, s = 14900, cout = 1
               23935 a = 46923, b = 33512, cin = 1, s = 14388, cout = 1
               23936 a = 46923, b = 33512, cin = 1, s = 14900, cout = 1
               23940 a =  7755, b = 43294, cin = 1, s = 14900, cout = 1
               23941 a =  7755, b = 43294, cin = 1, s = 47298, cout = 1
               23942 a =  7755, b = 43294, cin = 1, s = 47298, cout = 0
               23943 a =  7755, b = 43294, cin = 1, s = 44098, cout = 0
               23944 a =  7755, b = 43294, cin = 1, s = 43370, cout = 0
               23945 a =  7755, b = 43294, cin = 1, s = 51562, cout = 0
               23946 a =  7755, b = 43294, cin = 1, s = 51050, cout = 0
               23950 a = 61949, b =  7502, cin = 0, s = 51050, cout = 0
               23951 a = 61949, b =  7502, cin = 0, s = 40077, cout = 0
               23953 a = 61949, b =  7502, cin = 0, s = 36363, cout = 1
               23954 a = 61949, b =  7502, cin = 0, s =  3915, cout = 1
               23960 a = 35392, b = 57464, cin = 0, s =  3915, cout = 1
               23961 a = 35392, b = 57464, cin = 0, s = 35264, cout = 1
               23963 a = 35392, b = 57464, cin = 0, s = 43992, cout = 1
               23964 a = 35392, b = 57464, cin = 0, s = 27352, cout = 1
               23965 a = 35392, b = 57464, cin = 0, s = 27320, cout = 1
               23970 a = 52513, b = 22837, cin = 1, s = 27320, cout = 1
               23971 a = 52513, b = 22837, cin = 1, s = 38037, cout = 1
               23972 a = 52513, b = 22837, cin = 1, s = 38037, cout = 0
               23973 a = 52513, b = 22837, cin = 1, s =  1623, cout = 1
               23975 a = 52513, b = 22837, cin = 1, s =  9815, cout = 1
               23980 a = 21651, b = 11432, cin = 0, s =  9815, cout = 1
               23981 a = 21651, b = 11432, cin = 0, s = 51833, cout = 1
               23983 a = 21651, b = 11432, cin = 0, s = 20795, cout = 0
               23984 a = 21651, b = 11432, cin = 0, s = 33083, cout = 0
               23985 a = 21651, b = 11432, cin = 0, s = 24891, cout = 0
               23986 a = 21651, b = 11432, cin = 0, s = 33083, cout = 0
               23990 a =  7523, b = 44025, cin = 1, s = 33083, cout = 0
               23991 a =  7523, b = 44025, cin = 1, s = 20379, cout = 0
               23993 a =  7523, b = 44025, cin = 1, s = 17501, cout = 0
               23994 a =  7523, b = 44025, cin = 1, s = 51549, cout = 0
               24000 a = 23804, b =  1581, cin = 0, s = 51549, cout = 0
               24001 a = 23804, b =  1581, cin = 0, s =  9495, cout = 0
               24003 a = 23804, b =  1581, cin = 0, s = 14221, cout = 0
               24004 a = 23804, b =  1581, cin = 0, s = 25353, cout = 0
               24005 a = 23804, b =  1581, cin = 0, s = 17193, cout = 0
               24006 a = 23804, b =  1581, cin = 0, s = 25385, cout = 0
               24010 a =    40, b = 55008, cin = 0, s = 25385, cout = 0
               24011 a =    40, b = 55008, cin = 0, s = 61232, cout = 0
               24013 a =    40, b = 55008, cin = 0, s = 59176, cout = 0
               24014 a =    40, b = 55008, cin = 0, s = 63240, cout = 0
               24016 a =    40, b = 55008, cin = 0, s = 55048, cout = 0
               24020 a = 28308, b = 63681, cin = 1, s = 55048, cout = 0
               24021 a = 28308, b = 63681, cin = 1, s = 38804, cout = 0
               24023 a = 28308, b = 63681, cin = 1, s = 18388, cout = 1
               24024 a = 28308, b = 63681, cin = 1, s = 18262, cout = 1
               24025 a = 28308, b = 63681, cin = 1, s = 26454, cout = 1
               24030 a = 16272, b = 16956, cin = 1, s = 26454, cout = 1
               24031 a = 16272, b = 16956, cin = 1, s = 36015, cout = 1
               24033 a = 16272, b = 16956, cin = 1, s = 22927, cout = 0
               24034 a = 16272, b = 16956, cin = 1, s = 33741, cout = 0
               24035 a = 16272, b = 16956, cin = 1, s = 25037, cout = 0
               24036 a = 16272, b = 16956, cin = 1, s = 33229, cout = 0
               24040 a = 60593, b = 24712, cin = 1, s = 33229, cout = 0
               24041 a = 60593, b = 24712, cin = 1, s = 28760, cout = 0
               24043 a = 60593, b = 24712, cin = 1, s = 30072, cout = 1
               24044 a = 60593, b = 24712, cin = 1, s = 19770, cout = 1
               24050 a = 27562, b = 63013, cin = 1, s = 19770, cout = 1
               24051 a = 27562, b = 63013, cin = 1, s = 23692, cout = 1
               24053 a = 27562, b = 63013, cin = 1, s = 22988, cout = 1
               24054 a = 27562, b = 63013, cin = 1, s = 17360, cout = 1
               24055 a = 27562, b = 63013, cin = 1, s = 16848, cout = 1
               24056 a = 27562, b = 63013, cin = 1, s = 25040, cout = 1
               24060 a = 52377, b = 28405, cin = 0, s = 25040, cout = 1
               24061 a = 52377, b = 28405, cin = 0, s = 24114, cout = 1
               24063 a = 52377, b = 28405, cin = 0, s =  6990, cout = 1
               24064 a = 52377, b = 28405, cin = 0, s = 15246, cout = 1
               24070 a = 60627, b = 57271, cin = 1, s = 15246, cout = 1
               24071 a = 60627, b = 57271, cin = 1, s = 43655, cout = 1
               24073 a = 60627, b = 57271, cin = 1, s = 43651, cout = 1
               24074 a = 60627, b = 57271, cin = 1, s = 52363, cout = 1
               24080 a = 24859, b =  8922, cin = 1, s = 52363, cout = 1
               24081 a = 24859, b =  8922, cin = 1, s = 48174, cout = 1
               24082 a = 24859, b =  8922, cin = 1, s = 48174, cout = 0
               24083 a = 24859, b =  8922, cin = 1, s =  9532, cout = 0
               24084 a = 24859, b =  8922, cin = 1, s = 34294, cout = 0
               24085 a = 24859, b =  8922, cin = 1, s = 33782, cout = 0
               24090 a = 39225, b = 62797, cin = 1, s = 33782, cout = 0
               24091 a = 39225, b = 62797, cin = 1, s = 44099, cout = 0
               24092 a = 39225, b = 62797, cin = 1, s = 44099, cout = 1
               24093 a = 39225, b = 62797, cin = 1, s = 52839, cout = 1
               24094 a = 39225, b = 62797, cin = 1, s = 36487, cout = 1
               24100 a = 10390, b = 16601, cin = 0, s = 36487, cout = 1
               24101 a = 10390, b = 16601, cin = 0, s = 35517, cout = 1
               24102 a = 10390, b = 16601, cin = 0, s = 35517, cout = 0
               24103 a = 10390, b = 16601, cin = 0, s = 43439, cout = 0
               24104 a = 10390, b = 16601, cin = 0, s = 26991, cout = 0
               24110 a = 27242, b = 58530, cin = 1, s = 26991, cout = 0
               24111 a = 27242, b = 58530, cin = 1, s = 36841, cout = 0
               24113 a = 27242, b = 58530, cin = 1, s = 20119, cout = 1
               24114 a = 27242, b = 58530, cin = 1, s = 20237, cout = 1
               24120 a = 13712, b = 16838, cin = 0, s = 20237, cout = 1
               24121 a = 13712, b = 16838, cin = 0, s = 46482, cout = 1
               24123 a = 13712, b = 16838, cin = 0, s = 30678, cout = 0
               24124 a = 13712, b = 16838, cin = 0, s = 30550, cout = 0
               24130 a = 52937, b = 33110, cin = 0, s = 30550, cout = 0
               24131 a = 52937, b = 33110, cin = 0, s = 19615, cout = 0
               24132 a = 52937, b = 33110, cin = 0, s = 19615, cout = 1
               24133 a = 52937, b = 33110, cin = 0, s = 20255, cout = 1
               24134 a = 52937, b = 33110, cin = 0, s = 20511, cout = 1
               24135 a = 52937, b = 33110, cin = 0, s = 19999, cout = 1
               24136 a = 52937, b = 33110, cin = 0, s = 20511, cout = 1
               24140 a = 32026, b =    55, cin = 0, s = 20511, cout = 1
               24141 a = 32026, b =    55, cin = 0, s = 25261, cout = 1
               24142 a = 32026, b =    55, cin = 0, s = 25261, cout = 0
               24143 a = 32026, b =    55, cin = 0, s = 25097, cout = 0
               24144 a = 32026, b =    55, cin = 0, s = 40785, cout = 0
               24146 a = 32026, b =    55, cin = 0, s = 32081, cout = 0
               24150 a = 30762, b =  3970, cin = 1, s = 32081, cout = 0
               24151 a = 30762, b =  3970, cin = 1, s = 30677, cout = 0
               24153 a = 30762, b =  3970, cin = 1, s = 26615, cout = 0
               24154 a = 30762, b =  3970, cin = 1, s = 26541, cout = 0
               24155 a = 30762, b =  3970, cin = 1, s = 34733, cout = 0
               24160 a = 36999, b = 56347, cin = 1, s = 34733, cout = 0
               24161 a = 36999, b = 56347, cin = 1, s = 48281, cout = 0
               24162 a = 36999, b = 56347, cin = 1, s = 48281, cout = 1
               24163 a = 36999, b = 56347, cin = 1, s = 44187, cout = 1
               24164 a = 36999, b = 56347, cin = 1, s = 27779, cout = 1
               24166 a = 36999, b = 56347, cin = 1, s = 27811, cout = 1
               24170 a =  7053, b = 23326, cin = 0, s = 27811, cout = 1
               24171 a =  7053, b = 23326, cin = 0, s = 24749, cout = 1
               24172 a =  7053, b = 23326, cin = 0, s = 24749, cout = 0
               24173 a =  7053, b = 23326, cin = 0, s = 30379, cout = 0
               24180 a =  4409, b = 48185, cin = 0, s = 30379, cout = 0
               24181 a =  4409, b = 48185, cin = 0, s = 39736, cout = 0
               24183 a =  4409, b = 48185, cin = 0, s = 36210, cout = 0
               24184 a =  4409, b = 48185, cin = 0, s = 52594, cout = 0
               24190 a = 50620, b = 63762, cin = 1, s = 52594, cout = 0
               24191 a = 50620, b = 63762, cin = 1, s = 23773, cout = 0
               24192 a = 50620, b = 63762, cin = 1, s = 23773, cout = 1
               24193 a = 50620, b = 63762, cin = 1, s = 65167, cout = 1
               24194 a = 50620, b = 63762, cin = 1, s = 48847, cout = 1
               24200 a =  5321, b =  4152, cin = 0, s = 48847, cout = 1
               24201 a =  5321, b =  4152, cin = 0, s = 34449, cout = 1
               24202 a =  5321, b =  4152, cin = 0, s = 34449, cout = 0
               24203 a =  5321, b =  4152, cin = 0, s =  9377, cout = 0
               24204 a =  5321, b =  4152, cin = 0, s =  9441, cout = 0
               24205 a =  5321, b =  4152, cin = 0, s =  9473, cout = 0
               24210 a = 27140, b =  7746, cin = 0, s =  9473, cout = 0
               24211 a = 27140, b =  7746, cin = 0, s = 21942, cout = 0
               24213 a = 27140, b =  7746, cin = 0, s = 24998, cout = 0
               24214 a = 27140, b =  7746, cin = 0, s = 26694, cout = 0
               24215 a = 27140, b =  7746, cin = 0, s = 34886, cout = 0
               24220 a = 10319, b = 21459, cin = 1, s = 34886, cout = 0
               24221 a = 10319, b = 21459, cin = 1, s = 34717, cout = 0
               24223 a = 10319, b = 21459, cin = 1, s = 37659, cout = 0
               24224 a = 10319, b = 21459, cin = 1, s = 39427, cout = 0
               24225 a = 10319, b = 21459, cin = 1, s = 31235, cout = 0
               24226 a = 10319, b = 21459, cin = 1, s = 31779, cout = 0
               24230 a = 33531, b = 50748, cin = 1, s = 31779, cout = 0
               24231 a = 33531, b = 50748, cin = 1, s = 17272, cout = 0
               24232 a = 33531, b = 50748, cin = 1, s = 17272, cout = 1
               24233 a = 33531, b = 50748, cin = 1, s = 17342, cout = 1
               24234 a = 33531, b = 50748, cin = 1, s = 18744, cout = 1
               24240 a = 27347, b = 59127, cin = 1, s = 18744, cout = 1
               24241 a = 27347, b = 59127, cin = 1, s = 33243, cout = 1
               24242 a = 27347, b = 59127, cin = 1, s = 33243, cout = 0
               24243 a = 27347, b = 59127, cin = 1, s = 16779, cout = 1
               24244 a = 27347, b = 59127, cin = 1, s = 20939, cout = 1
               24250 a =  3044, b = 19889, cin = 1, s = 20939, cout = 1
               24251 a =  3044, b = 19889, cin = 1, s = 39866, cout = 1
               24253 a =  3044, b = 19889, cin = 1, s = 23836, cout = 0
               24254 a =  3044, b = 19889, cin = 1, s = 22934, cout = 0
               24260 a = 56473, b = 33240, cin = 0, s = 22934, cout = 0
               24261 a = 56473, b = 33240, cin = 0, s = 17027, cout = 0
               24262 a = 56473, b = 33240, cin = 0, s = 17027, cout = 1
               24263 a = 56473, b = 33240, cin = 0, s = 20721, cout = 1
               24264 a = 56473, b = 33240, cin = 0, s = 32369, cout = 1
               24265 a = 56473, b = 33240, cin = 0, s = 24177, cout = 1
               24270 a = 25476, b = 40294, cin = 0, s = 24177, cout = 1
               24271 a = 25476, b = 40294, cin = 0, s = 64978, cout = 1
               24272 a = 25476, b = 40294, cin = 0, s = 64978, cout = 0
               24273 a = 25476, b = 40294, cin = 0, s = 64746, cout = 0
               24274 a = 25476, b = 40294, cin = 0, s = 57578, cout = 0
               24275 a = 25476, b = 40294, cin = 0, s = 57578, cout = 1
               24276 a = 25476, b = 40294, cin = 0, s =   234, cout = 1
               24280 a = 51750, b = 40239, cin = 0, s =   234, cout = 1
               24281 a = 51750, b = 40239, cin = 0, s = 43265, cout = 1
               24283 a = 51750, b = 40239, cin = 0, s = 43845, cout = 1
               24284 a = 51750, b = 40239, cin = 0, s = 26453, cout = 1
               24290 a = 16946, b = 20859, cin = 0, s = 26453, cout = 1
               24291 a = 16946, b = 20859, cin = 0, s =  8981, cout = 1
               24292 a = 16946, b = 20859, cin = 0, s =  8981, cout = 0
               24293 a = 16946, b = 20859, cin = 0, s = 45885, cout = 0
               24294 a = 16946, b = 20859, cin = 0, s = 45997, cout = 0
               24295 a = 16946, b = 20859, cin = 0, s = 37805, cout = 0
               24300 a = 21291, b =  2533, cin = 1, s = 37805, cout = 0
               24301 a = 21291, b =  2533, cin = 1, s = 55851, cout = 0
               24303 a = 21291, b =  2533, cin = 1, s = 22541, cout = 0
               24304 a = 21291, b =  2533, cin = 1, s = 23825, cout = 0
               24310 a = 42238, b =  6025, cin = 1, s = 23825, cout = 0
               24311 a = 42238, b =  6025, cin = 1, s = 46248, cout = 0
               24313 a = 42238, b =  6025, cin = 1, s = 48874, cout = 0
               24314 a = 42238, b =  6025, cin = 1, s = 48264, cout = 0
               24320 a = 28066, b = 16344, cin = 0, s = 48264, cout = 0
               24321 a = 28066, b = 16344, cin = 0, s = 23940, cout = 0
               24323 a = 28066, b = 16344, cin = 0, s =  3482, cout = 0
               24324 a = 28066, b = 16344, cin = 0, s = 36250, cout = 0
               24325 a = 28066, b = 16344, cin = 0, s = 44410, cout = 0
               24330 a = 30733, b = 26227, cin = 1, s = 44410, cout = 0
               24331 a = 30733, b = 26227, cin = 1, s = 57727, cout = 0
               24333 a = 30733, b = 26227, cin = 1, s = 64125, cout = 0
               24334 a = 30733, b = 26227, cin = 1, s = 65121, cout = 0
               24335 a = 30733, b = 26227, cin = 1, s = 56929, cout = 0
               24336 a = 30733, b = 26227, cin = 1, s = 56961, cout = 0
               24340 a = 19215, b = 53574, cin = 0, s = 56961, cout = 0
               24341 a = 19215, b = 53574, cin = 0, s = 23223, cout = 0
               24343 a = 19215, b = 53574, cin = 0, s =  6325, cout = 1
               24344 a = 19215, b = 53574, cin = 0, s =  7253, cout = 1
               24350 a = 31400, b = 28506, cin = 1, s =  7253, cout = 1
               24351 a = 31400, b = 28506, cin = 1, s = 37871, cout = 1
               24353 a = 31400, b = 28506, cin = 1, s = 49633, cout = 0
               24354 a = 31400, b = 28506, cin = 1, s = 51203, cout = 0
               24355 a = 31400, b = 28506, cin = 1, s = 59395, cout = 0
               24356 a = 31400, b = 28506, cin = 1, s = 59907, cout = 0
               24360 a = 23907, b = 14980, cin = 1, s = 59907, cout = 0
               24361 a = 23907, b = 14980, cin = 1, s = 38934, cout = 0
               24363 a = 23907, b = 14980, cin = 1, s = 23558, cout = 0
               24364 a = 23907, b = 14980, cin = 1, s = 39400, cout = 0
               24366 a = 23907, b = 14980, cin = 1, s = 38888, cout = 0
               24370 a =  2761, b = 16808, cin = 1, s = 38888, cout = 0
               24371 a =  2761, b = 16808, cin = 1, s = 47982, cout = 0
               24373 a =  2761, b = 16808, cin = 1, s = 35454, cout = 0
               24374 a =  2761, b = 16808, cin = 1, s = 19058, cout = 0
               24375 a =  2761, b = 16808, cin = 1, s = 19570, cout = 0
               24380 a = 51293, b =  3023, cin = 0, s = 19570, cout = 0
               24381 a = 51293, b =  3023, cin = 0, s = 50304, cout = 0
               24383 a = 51293, b =  3023, cin = 0, s = 54536, cout = 0
               24384 a = 51293, b =  3023, cin = 0, s = 54316, cout = 0
               24385 a = 51293, b =  3023, cin = 0, s = 53804, cout = 0
               24386 a = 51293, b =  3023, cin = 0, s = 54316, cout = 0
               24390 a =  8011, b = 15505, cin = 0, s = 54316, cout = 0
               24391 a =  8011, b = 15505, cin = 0, s = 13412, cout = 0
               24393 a =  8011, b = 15505, cin = 0, s =  7420, cout = 0
               24394 a =  8011, b = 15505, cin = 0, s = 24060, cout = 0
               24395 a =  8011, b = 15505, cin = 0, s = 24028, cout = 0
               24396 a =  8011, b = 15505, cin = 0, s = 23516, cout = 0
               24400 a = 52140, b = 13149, cin = 1, s = 23516, cout = 0
               24401 a = 52140, b = 13149, cin = 1, s = 33014, cout = 0
               24403 a = 52140, b = 13149, cin = 1, s = 48876, cout = 1
               24404 a = 52140, b = 13149, cin = 1, s =  7914, cout = 0
